WMT,2014-09-26,5,2014-09-19, 10000.000000,10045.7576154
ADT,2014-09-26,5,2014-09-19, 10000.000000,10409.9971918
TIF,2014-09-26,5,2014-09-19, 10000.000000,10143.6723049
JNJ,2014-09-26,5,2014-09-19, 10000.000000,10083.0999066
ESRX,2014-09-26,5,2014-09-19, 10000.000000,10384.0782123
AMD,2014-09-26,5,2014-09-19, 10000.000000,10583.3333333
MRO,2014-09-26,5,2014-09-19, 10000.000000,10179.0347691
AAPL,2014-09-26,5,2014-09-19, 10000.000000,10020.8436725
EW,2014-09-26,5,2014-09-19, 10000.000000,10123.6009732
AIZ,2014-09-26,5,2014-09-19, 10000.000000,10156.202144
PWR,2014-09-26,5,2014-09-19, 10000.000000,10181.568088
CLX,2014-09-26,5,2014-09-19, 10000.000000,9469.88707654
CSC,2014-09-26,5,2014-09-19, 10000.000000,10365.5306375
PM,2014-09-26,5,2014-09-19, 10000.000000,10278.7456446
ADI,2014-09-26,5,2014-09-19, 10000.000000,9992.00479712
K,2014-09-26,5,2014-09-19, 10000.000000,10147.3684211
GLW,2014-09-26,5,2014-09-19, 10000.000000,10266.7337695
FLS,2014-09-26,5,2014-09-19, 10000.000000,10298.1105668
WHR,2014-09-26,5,2014-09-19, 10000.000000,10333.5764971
CAM,2014-09-26,5,2014-09-19, 10000.000000,10365.2225344
CINF,2014-09-26,5,2014-09-19, 10000.000000,10245.6586192
HST,2014-09-26,5,2014-09-19, 10000.000000,10144.253141
GPS,2014-09-26,5,2014-09-19, 10000.000000,10346.4529814
WIN,2014-09-26,5,2014-09-19, 10000.000000,10386.7403315
MKC,2014-09-26,5,2014-09-19, 10000.000000,10280.1626751
NSC,2014-09-26,5,2014-09-19, 10000.000000,10061.9890396
SJM,2014-09-26,5,2014-09-19, 10000.000000,10168.4766061
V,2014-09-26,5,2014-09-19, 10000.000000,10203.3594414
CMA,2014-09-26,5,2014-09-19, 10000.000000,10287.3563218
HD,2014-09-26,5,2014-09-19, 10000.000000,9946.14390349
