WMT,2014-09-22,5,2014-09-15, 10000.000000,9934.47778797
ADT,2014-09-22,5,2014-09-15, 10000.000000,10087.5992335
TIF,2014-09-22,5,2014-09-15, 10000.000000,10380.3339518
JNJ,2014-09-22,5,2014-09-15, 10000.000000,9707.0819429
ESRX,2014-09-22,5,2014-09-15, 10000.000000,10078.2751991
AMD,2014-09-22,5,2014-09-15, 10000.000000,10398.9361702
MRO,2014-09-22,5,2014-09-15, 10000.000000,10289.3309222
AAPL,2014-09-22,5,2014-09-15, 10000.000000,10056.4021373
EW,2014-09-22,5,2014-09-15, 10000.000000,9749.97595923
AIZ,2014-09-22,5,2014-09-15, 10000.000000,9917.83323189
PWR,2014-09-22,5,2014-09-15, 10000.000000,9838.44911147
CLX,2014-09-22,5,2014-09-15, 10000.000000,9203.94939833
CSC,2014-09-22,5,2014-09-15, 10000.000000,10311.4186851
PM,2014-09-22,5,2014-09-15, 10000.000000,9785.00871586
ADI,2014-09-22,5,2014-09-15, 10000.000000,9789.66346154
K,2014-09-22,5,2014-09-15, 10000.000000,10231.1767539
GLW,2014-09-22,5,2014-09-15, 10000.000000,10182.8966881
FLS,2014-09-22,5,2014-09-15, 10000.000000,10091.8437286
WHR,2014-09-22,5,2014-09-15, 10000.000000,9971.35603151
CAM,2014-09-22,5,2014-09-15, 10000.000000,10223.4717416
CINF,2014-09-22,5,2014-09-15, 10000.000000,9966.71520699
HST,2014-09-22,5,2014-09-15, 10000.000000,9990.75358299
GPS,2014-09-22,5,2014-09-15, 10000.000000,10185.0566736
WIN,2014-09-22,5,2014-09-15, 10000.000000,9893.61702128
MKC,2014-09-22,5,2014-09-15, 10000.000000,10177.1096889
NSC,2014-09-22,5,2014-09-15, 10000.000000,9745.04504505
SJM,2014-09-22,5,2014-09-15, 10000.000000,10022.1083308
V,2014-09-22,5,2014-09-15, 10000.000000,10035.5339443
CMA,2014-09-22,5,2014-09-15, 10000.000000,9978.57421114
HD,2014-09-22,5,2014-09-15, 10000.000000,9726.84731744
ABT,2014-09-22,5,2014-09-15, 10000.000000,9843.31797235
CMCSA,2014-09-22,5,2014-09-15, 10000.000000,10207.6620122
BBY,2014-09-22,5,2014-09-15, 10000.000000,10100.980101
KR,2014-09-22,5,2014-09-15, 10000.000000,9907.74553142
PCP,2014-09-22,5,2014-09-15, 10000.000000,9992.57884972
NE,2014-09-22,5,2014-09-15, 10000.000000,10662.7516779
LEG,2014-09-22,5,2014-09-15, 10000.000000,9892.68568201
TAP,2014-09-22,5,2014-09-15, 10000.000000,9948.94619715
IP,2014-09-22,5,2014-09-15, 10000.000000,10136.3728883
INTU,2014-09-22,5,2014-09-15, 10000.000000,9777.82974743
IPG,2014-09-22,5,2014-09-15, 10000.000000,10323.9978034
EIX,2014-09-22,5,2014-09-15, 10000.000000,9968.58638743
JCI,2014-09-22,5,2014-09-15, 10000.000000,10070.0218818
CTL,2014-09-22,5,2014-09-15, 10000.000000,9718.06815396
APOL,2014-09-22,5,2014-09-15, 10000.000000,10548.6381323
PCAR,2014-09-22,5,2014-09-15, 10000.000000,10042.1656266
SLM,2014-09-22,5,2014-09-15, 10000.000000,9889.01220866
XOM,2014-09-22,5,2014-09-15, 10000.000000,9974.10399834
WFC,2014-09-22,5,2014-09-15, 10000.000000,9818.52551985
HAR,2014-09-22,5,2014-09-15, 10000.000000,10260.2687867
HRS,2014-09-22,5,2014-09-15, 10000.000000,10095.1683748
NKE,2014-09-22,5,2014-09-15, 10000.000000,10111.5103457
GIS,2014-09-22,5,2014-09-15, 10000.000000,10478.817734
TWC,2014-09-22,5,2014-09-15, 10000.000000,10225.0846557
MET,2014-09-22,5,2014-09-15, 10000.000000,9971.02499095
DHI,2014-09-22,5,2014-09-15, 10000.000000,10116.9864296
GILD,2014-09-22,5,2014-09-15, 10000.000000,9575.23466389
CAG,2014-09-22,5,2014-09-15, 10000.000000,9648.07634954
WPX,2014-09-22,5,2014-09-15, 10000.000000,10230.3961196
PXD,2014-09-22,5,2014-09-15, 10000.000000,10342.5042111
ZION,2014-09-22,5,2014-09-15, 10000.000000,9932.54637437
DRI,2014-09-22,5,2014-09-15, 10000.000000,9894.98712106
TSO,2014-09-22,5,2014-09-15, 10000.000000,10341.6097317
OXY,2014-09-22,5,2014-09-15, 10000.000000,10142.4001651
PCG,2014-09-22,5,2014-09-15, 10000.000000,10254.4810799
TEL,2014-09-22,5,2014-09-15, 10000.000000,10359.0337525
MS,2014-09-22,5,2014-09-15, 10000.000000,10008.5275725
WAT,2014-09-22,5,2014-09-15, 10000.000000,9970.45208313
IVZ,2014-09-22,5,2014-09-15, 10000.000000,9945.85281811
CAH,2014-09-22,5,2014-09-15, 10000.000000,9880.05799394
DOW,2014-09-22,5,2014-09-15, 10000.000000,10034.0522134
CBG,2014-09-22,5,2014-09-15, 10000.000000,9963.53994034
CBS,2014-09-22,5,2014-09-15, 10000.000000,10388.1362138
